BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
76:43:59:C8:88:30, 2025-04-13 01:43:25, 2025-04-13 01:43:25,-80,1, (not associated) ,,,,,,,,,
2C:BE:EB:35:DC:93, 2025-04-13 01:42:17, 2025-04-13 01:42:17,-74,2, 20:23:51:A6:2B:78,,,,,,,,,
50:EB:71:D8:8D:D5, 2025-04-13 01:41:53, 2025-04-13 01:41:53,-76,2, (not associated) ,,,,,,,,,
7A:E4:6D:55:5D:84, 2025-04-13 01:42:21, 2025-04-13 01:42:21,-68,1, (not associated) ,,,,,,,,,
D2:8A:BE:D2:0E:E9, 2025-04-13 01:42:43, 2025-04-13 01:42:43,-80,1, (not associated) ,,,,,,,,,
DE:4A:68:E9:1C:7C, 2025-04-13 01:42:58, 2025-04-13 01:42:58,-46,1, (not associated) ,,,,,,,,,
08:02:3C:93:4F:E0, 2025-04-13 01:44:22, 2025-04-13 01:44:22,-72,2, (not associated) ,,,,,,,,,
2C:9D:65:02:41:99, 2025-04-13 01:44:22, 2025-04-13 01:44:22,-1,3, 40:AE:30:56:31:96,,,,,,,,,
92:9A:E5:96:CD:AD, 2025-04-13 01:45:09, 2025-04-13 01:45:09,-40,2, (not associated) ,,,,,,,,,
12:8C:3F:9A:35:F6, 2025-04-13 01:45:23, 2025-04-13 01:45:23,-78,1, (not associated) ,,,,,,,,,
3E:E4:CD:46:CA:16, 2025-04-13 01:47:09, 2025-04-13 01:47:09,-38,2, (not associated) ,,,,,,,,,
BA:35:1B:C1:C6:31, 2025-04-13 01:47:43, 2025-04-13 01:47:43,-78,1, (not associated) ,,,,,,,,,
3E:5E:18:5C:7B:C7, 2025-04-13 01:47:43, 2025-04-13 01:47:43,-76,2, (not associated) ,,,,,,,,,
FE:A0:E2:6A:64:70, 2025-04-13 01:48:43, 2025-04-13 01:48:43,-70,2, (not associated) ,Amity-wifi,,,,,,,,
6A:AF:D0:68:93:18, 2025-04-13 01:49:09, 2025-04-13 01:49:09,-40,2, (not associated) ,,,,,,,,,
22:A5:89:6A:2D:7B, 2025-04-13 01:50:32, 2025-04-13 01:50:32,-80,1, (not associated) ,,,,,,,,,
76:DD:13:13:3D:51, 2025-04-13 01:51:07, 2025-04-13 01:51:07,-80,1, (not associated) ,,,,,,,,,
66:D4:6C:BD:79:17, 2025-04-13 01:53:34, 2025-04-13 01:53:34,-76,1, (not associated) ,,,,,,,,,
7A:95:A9:ED:26:DA, 2025-04-13 02:01:23, 2025-04-13 02:01:23,-76,1, (not associated) ,,,,,,,,,
F6:88:F3:1E:FC:25, 2025-04-13 02:04:34, 2025-04-13 02:04:34,-68,2, (not associated) ,,,,,,,,,
40:E9:9B:25:F3:7C, 2025-04-13 02:07:52, 2025-04-13 02:07:52,-78,1, (not associated) ,,,,,,,,,
82:0C:A1:28:F5:55, 2025-04-13 02:09:04, 2025-04-13 02:09:04,-80,1, (not associated) ,,,,,,,,,
3E:EF:6F:E8:A2:53, 2025-04-13 02:09:23, 2025-04-13 02:09:23,-80,1, (not associated) ,,,,,,,,,
7E:7C:AC:1F:63:BD, 2025-04-13 02:10:36, 2025-04-13 02:10:36,-80,1, (not associated) ,,,,,,,,,
52:C8:E5:EC:47:B8, 2025-04-13 02:11:36, 2025-04-13 02:11:36,-78,1, (not associated) ,,,,,,,,,
D0:39:57:21:99:AF, 2025-04-13 02:11:40, 2025-04-13 02:11:40,-76,2, (not associated) ,,,,,,,,,
C4:75:AB:BB:24:39, 2025-04-13 02:04:29, 2025-04-13 02:14:49,-78,2, D8:44:89:D5:03:F6,Amity-wifi,,,,,,,,
18:AB:1D:FD:82:C3, 2025-04-13 02:15:27, 2025-04-13 02:15:27,-84,1, D8:44:89:D4:FB:38,,,,,,,,,
50:5A:65:B9:23:D5, 2025-04-13 02:15:57, 2025-04-13 02:16:01,-82,5, (not associated) ,SS OnePlus Nord CE3 5G,,,,,,,,
F4:BB:C7:66:F2:DA, 2025-04-13 01:42:49, 2025-04-13 02:16:25,-80,3, 40:AE:30:56:30:90,,,,,,,,,
EA:1F:C2:F5:D3:F3, 2025-04-13 02:16:27, 2025-04-13 02:16:27,-80,1, (not associated) ,,,,,,,,,
56:BC:0A:BD:5D:04, 2025-04-13 02:16:28, 2025-04-13 02:16:28,-74,1, (not associated) ,,,,,,,,,
8A:54:50:00:B8:24, 2025-04-13 02:17:14, 2025-04-13 02:17:14,-74,1, (not associated) ,,,,,,,,,
B6:A4:F7:53:D2:04, 2025-04-13 02:18:05, 2025-04-13 02:18:05,-84,1, (not associated) ,,,,,,,,,
54:6C:EB:BD:D9:C2, 2025-04-13 01:43:56, 2025-04-13 02:18:01,-76,6, (not associated) ,Amity-wifi,,,,,,,,
96:EF:C5:A4:2B:B3, 2025-04-13 02:18:12, 2025-04-13 02:18:12,-84,1, (not associated) ,,,,,,,,,
86:12:B5:47:84:DE, 2025-04-13 02:18:29, 2025-04-13 02:18:29,-72,1, (not associated) ,,,,,,,,,
B6:A3:30:17:73:F1, 2025-04-13 02:20:14, 2025-04-13 02:20:14,-78,1, (not associated) ,,,,,,,,,
40:9F:28:41:78:32, 2025-04-13 01:47:07, 2025-04-13 02:20:29,-82,6, (not associated) ,,,,,,,,,
46:55:3E:39:84:97, 2025-04-13 02:21:51, 2025-04-13 02:21:51,-78,1, (not associated) ,,,,,,,,,
D4:6A:6A:BA:59:DD, 2025-04-13 02:22:16, 2025-04-13 02:22:16,-40,2, (not associated) ,,,,,,,,,
FA:AA:BE:21:CD:15, 2025-04-13 02:23:18, 2025-04-13 02:23:18,-36,2, (not associated) ,,,,,,,,,
6C:24:A6:0D:CB:DD, 2025-04-13 02:15:43, 2025-04-13 02:23:52,-76,2, (not associated) ,,,,,,,,,
5A:11:52:D7:A5:DA, 2025-04-13 01:42:34, 2025-04-13 02:24:52,-80,3, (not associated) ,,,,,,,,,
8E:FD:C9:D9:67:B7, 2025-04-13 02:24:52, 2025-04-13 02:24:52,-78,1, (not associated) ,,,,,,,,,
2E:F2:A4:86:B7:0B, 2025-04-13 02:25:18, 2025-04-13 02:25:18,-42,4, (not associated) ,,,,,,,,,
10:6F:D9:0B:3E:75, 2025-04-13 02:26:13, 2025-04-13 02:26:14,-84,2, (not associated) ,,,,,,,,,
06:A5:09:40:23:34, 2025-04-13 02:27:15, 2025-04-13 02:27:15,-84,1, (not associated) ,,,,,,,,,
4C:49:6C:6D:73:15, 2025-04-13 01:55:38, 2025-04-13 02:27:14,-74,6, (not associated) ,A R M,,,,,,,,
A6:40:20:EA:64:5B, 2025-04-13 02:27:18, 2025-04-13 02:27:19,-40,3, (not associated) ,,,,,,,,,
2E:69:D1:44:FE:BA, 2025-04-13 02:28:03, 2025-04-13 02:28:03,-82,1, (not associated) ,,,,,,,,,
0C:7A:15:1D:89:18, 2025-04-13 02:15:10, 2025-04-13 02:28:42,-72,3, (not associated) ,Amity-wifi,,,,,,,,
F6:84:32:FD:03:E4, 2025-04-13 02:29:19, 2025-04-13 02:29:19,-78,1, (not associated) ,,,,,,,,,
54:0E:2D:90:B6:3B, 2025-04-13 01:43:22, 2025-04-13 02:29:29,-78,61, D8:44:89:D4:FA:6C,,,,,,,,,
AA:4F:43:76:9A:55, 2025-04-13 02:29:40, 2025-04-13 02:29:40,-46,2, (not associated) ,,,,,,,,,
DC:1B:A1:4C:D8:D5, 2025-04-13 02:04:27, 2025-04-13 02:29:51,-72,4, (not associated) ,Amity-wifi,,,,,,,,
96:68:5B:98:85:97, 2025-04-13 02:33:19, 2025-04-13 02:33:19,-76,1, (not associated) ,,,,,,,,,
0A:58:EB:1B:6B:DC, 2025-04-13 02:34:40, 2025-04-13 02:34:40,-76,1, (not associated) ,,,,,,,,,
0E:FD:73:41:7E:00, 2025-04-13 02:34:43, 2025-04-13 02:34:43,-76,1, (not associated) ,,,,,,,,,
0A:23:45:17:94:21, 2025-04-13 02:34:52, 2025-04-13 02:34:52,-68,1, (not associated) ,,,,,,,,,
14:13:33:73:5E:FF, 2025-04-13 02:16:37, 2025-04-13 02:35:30,-78,4, (not associated) ,,,,,,,,,
9A:A4:81:D2:BA:4A, 2025-04-13 02:35:30, 2025-04-13 02:35:30,-78,1, (not associated) ,,,,,,,,,
62:47:B4:57:A2:2D, 2025-04-13 01:42:04, 2025-04-13 02:37:04,-82,856, 02:12:36:B9:75:4F,,,,,,,,,
48:E7:DA:5B:DB:43, 2025-04-13 01:42:38, 2025-04-13 02:36:47,-76,284, (not associated) ,,,,,,,,,
14:D4:24:16:FA:81, 2025-04-13 01:41:49, 2025-04-13 02:36:17,-76,430, 1E:62:00:AE:58:50,,,,,,,,,
8C:C8:4B:E4:EE:89, 2025-04-13 01:41:49, 2025-04-13 02:36:12,-74,94, D8:44:89:D5:03:F6,,,,,,,,,
10:A5:1D:5A:2D:D7, 2025-04-13 01:48:59, 2025-04-13 02:36:56,-64,21, 20:23:51:A6:2B:E8,Amity-wifi,,,,,,,,
74:33:57:83:FE:31, 2025-04-13 02:37:04, 2025-04-13 02:37:04,-80,1, (not associated) ,,,,,,,,,
